x,y,z,map
20.1978,12.2578535,-0.54457474,9.590342
-0.6615251,-9.930758,20.244942,10.858043
-13.020996,-9.860822,12.622217,9.82104
-12.067045,2.6881132,0.57903075,7.715275
33.766537,4.6569777,-8.861567,9.10006
1.2582493,-34.954247,26.365131,7.93258
-1.3613362,-32.03237,8.852354,4.1004343
-19.207851,-21.7861,10.305831,7.467794
-18.68054,-21.89671,11.180083,7.472356
29.678686,-2.3267395,-6.4707584,7.308324
-18.741488,-12.840812,-8.565151,4.7288485
20.873774,5.4577017,23.637075,13.305925
-14.814069,-24.641296,16.594688,7.3394136
-10.679294,-3.0289977,-16.535992,4.0353427
19.004461,-14.400729,-8.081115,4.5804467
15.012431,6.179511,17.188318,12.054972
12.124114,7.938201,-11.936861,6.436587
-14.085158,-10.998726,-14.488535,3.9151332
26.511562,12.802182,9.348352,11.536378
25.496786,12.798497,9.431157,11.6477995
-20.165176,-7.4710393,-7.457053,5.555651
35.51218,17.978956,38.143433,17.14311
22.83201,17.83116,19.761395,13.754448
36.1372,3.9630554,-5.0194855,9.637609
-3.794537,-20.86142,-7.31183,1.3167962
-2.469405,-21.107359,-7.199261,1.0518141
-1.068798,-27.849173,-1.3423986,2.239558
10.342709,-39.27146,24.225103,7.552072
0.6732831,-31.94146,8.645082,3.9950001
20.511953,-37.170143,24.621428,8.167497
-13.363532,-21.114414,-9.18978,3.6760423
32.188442,2.9724965,-8.761945,8.552832
-1.8474247,-15.099343,-11.163675,0.99032557
-7.2701163,-32.217274,18.61172,6.374874
6.775234,-31.813028,9.406355,4.077467
-12.043499,-31.277449,7.1464486,5.0512667
10.100178,8.753072,-12.117491,6.262606
27.151089,-23.423317,10.950965,6.5008554
31.939056,6.2428164,-10.9811535,9.0258465
34.714443,-17.180836,18.438686,9.091998
16.778355,-30.447294,10.321741,4.951579
13.311249,-31.29805,10.2932,4.5967617
3.4147255,0.6894236,-15.709744,3.9194996
33.59571,-13.358006,17.278685,9.126832
24.455606,13.442931,26.930641,14.668103
24.312555,12.512354,26.68233,14.50123
34.674076,3.5070946,-6.09281,9.216628
7.1293354,-19.334997,-8.351998,1.5522634
33.46402,-20.937567,15.585817,8.067052
27.39702,-12.306907,-5.8264465,6.375869
6.3439517,-37.148563,17.8883,5.753913
5.392037,-37.34839,18.362518,5.8363338
-11.377362,-26.727884,-4.9910483,3.6461778
18.181387,10.30622,16.142176,12.216624
18.28757,10.647968,14.891604,11.971928
-12.824706,-8.803543,11.839938,9.737111
21.317427,15.645146,18.626429,13.387485
17.890621,12.097383,-8.125124,8.263543
35.475792,-20.807182,19.28721,9.089279
35.1939,-20.741117,18.497517,8.8892355
-14.494805,2.9923425,-12.531141,5.605774
-18.1959,-12.178436,9.078963,8.37559
27.000916,14.532776,11.877629,12.167164
-22.923525,-2.9408424,-11.2210045,6.2553215
30.221817,-4.5457835,17.225712,10.404819
27.760725,6.769801,3.9389095,10.077582
27.665703,6.300883,2.9743812,9.961551
-15.010898,2.9325783,-10.627834,5.9214435
-4.8561854,6.8092704,-13.46456,4.952995
-12.497686,2.8435338,-0.5486245,7.500535
35.080097,19.770395,27.323206,14.822563
30.579721,-3.020234,15.423942,10.493155
30.954369,-3.321887,14.5454645,10.363333
-19.17523,-1.1157813,-3.1493533,6.960401
-21.423159,-20.110493,6.6363,7.647496
14.8173895,-35.359627,16.083405,5.7327576
2.196864,-10.885234,23.168463,11.006
27.88202,5.906973,3.7291346,9.9004755
2.6386514,10.77417,-2.9763043,7.0557046
1.9989126,10.544902,-3.941028,6.8636813
34.91562,-24.384739,22.453554,9.575986
34.778854,8.02206,17.025091,11.934539
-8.822122,-31.554707,14.549798,5.644615
-6.7931347,-32.656445,16.751795,5.896184
32.374893,-10.527187,19.089067,9.794242
6.050548,-4.926181,-15.245303,3.1874075
1.9519134,-27.742266,-0.61124045,2.1893537
14.118657,-30.005667,8.71076,4.4260955
8.950197,11.994671,-4.533335,7.41784
36.627907,16.216974,31.16087,15.475716
36.81576,18.995344,33.094395,16.10441
0.29983747,-21.897287,-6.8388615,0.72801363
36.63996,16.305822,30.205782,15.298835
30.21551,13.806617,-5.4277,10.719257
-10.693385,-1.9991081,7.580704,9.374666
-6.899405,-31.128294,21.863092,6.8409896
29.45617,-2.3147058,-1.5062605,7.834433
19.95316,-35.45885,18.793148,6.759397
18.97995,-35.564247,18.263147,6.54674
0.15184934,-8.747594,-14.751653,2.0105312
36.659496,20.357502,38.87282,17.505615
-18.658764,-27.335133,6.497915,6.313047
-19.190706,-26.747068,6.210041,6.3714666
4.189462,-37.190693,18.343782,5.8236547
3.650177,-36.69852,17.430729,5.653765
10.597811,11.17916,-9.957894,6.858352
-16.458296,-10.30887,9.947869,8.783995
17.077726,-13.838231,-8.985394,4.215451
33.457214,-26.50926,20.91668,8.976492
-14.122419,1.307102,-16.312342,5.1425667
32.08769,-28.137043,20.887392,8.714044
-12.548188,-30.437555,1.6566337,4.5456266
-12.906055,-30.672552,2.3926158,4.693876
31.054304,-1.2601042,13.187585,10.144508
-15.6916275,-25.105999,-10.967623,4.5606875
-11.546315,-30.88385,11.359007,5.463798
33.65898,13.903116,30.027027,15.033249
-6.4055443,-19.15233,23.39437,8.96838
34.315727,21.118105,28.961657,15.354205
15.626372,-33.186447,13.437647,5.322976
-14.909243,-21.54845,-10.090303,4.10477
19.97193,-26.011984,6.340786,4.979688
36.822086,18.090866,35.26141,16.492682
36.785133,17.659746,34.463436,16.276041
29.038332,-10.653762,1.6914477,7.570251
29.029703,-9.666422,1.3429474,7.501648
-19.890028,-8.818591,-11.659565,4.984073
23.747757,7.7303295,24.618706,13.458325
33.332413,-12.06626,15.443727,8.986782
-8.221097,4.7810125,0.6590548,7.6811423
-9.161029,4.459085,0.08764881,7.59191
32.045,3.6883388,14.290535,10.843337
-8.996995,-24.570827,-6.054971,2.8778884
-6.5277405,-29.689749,23.478735,7.3272166
-19.660543,-8.903957,-8.438662,5.2492957
30.06075,12.27476,0.34162012,11.093895
29.571045,-10.783543,3.7507098,7.9395366
-19.495127,-28.203386,-3.124614,5.5190024
-20.26501,-27.90552,-3.1472418,5.6710877
-6.032309,-33.143803,16.670452,5.7834086
-8.868613,-18.770664,21.502836,8.832931
32.609123,-6.7064548,10.252945,9.333868
32.262882,-6.824474,9.239709,9.149795
36.886856,18.00074,32.478344,15.900742
8.681226,-38.802647,21.488922,6.796881
20.70524,11.136536,-9.882302,8.391429
0.087143995,-25.399063,-3.9031122,1.5367329
27.140396,-32.68687,21.6837,8.1185055
34.325455,-15.150463,19.815079,9.548484
20.962448,-34.29089,17.518026,6.56195
12.862305,0.78577393,20.435259,12.876555
32.736507,-17.295135,13.027601,7.900029
-17.251556,-21.37614,13.356025,7.688137
-10.014835,2.6527553,3.0463386,8.198952
35.36752,7.312317,-8.602644,9.831554
31.482265,2.6062284,12.693679,10.385142
-18.964611,-15.086078,-6.4433274,4.7970366
-18.645454,-14.673094,-7.2187805,4.7042484
22.603434,-34.506603,19.341799,7.1335692
27.18727,-21.951365,9.688946,6.4550323
1.0304404,-17.879293,-9.640267,0.19950195
-0.1996587,-18.048826,-9.402198,0.29726654
3.2883248,-12.381512,-12.901689,1.5230503
-0.18587674,-19.074562,-8.730194,0.28746104
12.573337,-26.397573,1.5039937,3.3262558
11.914758,-27.246712,2.761715,3.3725522
6.935506,-20.194838,-7.7845335,1.501715
-3.2871377,-14.569306,22.600058,9.9285
16.40718,0.70808,22.634136,13.418549
11.974954,-29.53997,7.17386,3.9776523
30.79095,0.13786197,8.102945,9.391653
25.404095,-27.625435,12.5696335,6.379678
26.135458,5.006469,23.342855,12.737511
12.276931,6.101871,15.934963,11.487391
12.55643,-28.136147,4.878475,3.7217891
-8.464672,0.2502056,6.962535,9.116348
1.5461271,-20.396547,-8.003432,0.37519288
12.444996,-34.482918,14.314984,5.2624707
33.95991,17.712284,36.223194,16.610985
33.20468,17.58309,35.041206,16.326593
-19.97343,-19.83252,-9.922073,5.086097
-18.977459,-19.877861,-9.937382,4.874185
-19.527208,-20.272787,-10.724029,5.0521107
16.88123,12.631592,-2.4335632,8.777244
31.70257,13.882997,29.328337,14.869826
1.680475,-37.57439,21.038038,6.485625
0.087555826,8.950617,-12.046633,5.4161716
-0.22712982,8.594842,-12.622405,5.294021
27.627792,11.945681,-9.621274,9.611751
-20.268238,-6.2843056,1.1699586,6.859649
9.778905,3.7270675,16.510998,11.537951
-2.5051675,-2.5734613,-16.389612,3.1632583
14.04411,-33.783394,13.748424,5.258237
-21.17591,-7.574293,-2.0043373,6.301171
-20.958088,-6.60063,-1.5083079,6.4772353
18.973057,5.238075,-11.933455,6.9603395
16.922688,-21.468843,-3.0977383,3.9661374
31.19848,13.514257,-0.46640652,11.43896
3.4287047,-25.086,-3.822801,1.4991876
1.856398,-25.80923,-3.2505379,1.617655
33.41139,17.528448,19.796322,13.192535
33.302658,17.099503,18.76273,12.990634
15.786444,-24.22632,0.02316127,3.7863572
34.658157,8.747643,-9.146715,9.938295
19.1145,0.57078624,-12.1133585,6.3825393
-8.866913,-8.048208,-15.594468,3.1108596
-14.410068,-30.582651,3.6036334,5.1141114
25.43603,-32.518955,18.32254,7.242798
1.7186712,-34.517384,13.825261,4.9608636
-3.3544867,8.453347,-8.886796,5.827809
-3.9436793,8.172605,-5.605597,6.4516115
-4.853757,7.8408093,-9.021984,5.799769
-5.4416733,-27.918447,-1.9974588,2.7136579
24.863256,-28.405485,12.813744,6.321222
21.39181,16.19935,20.86235,13.814832
24.30394,17.046955,16.06389,13.172442
24.50695,17.622477,16.743479,13.324416
-21.754536,-11.341495,0.9675416,6.463562
-21.934694,-11.505133,0.0046719667,6.285788
-5.393178,-31.317112,5.7040644,3.9371622
29.381037,-0.568811,-10.095252,7.454103
17.481361,3.016195,-12.103373,6.484241
-19.23514,-25.740356,7.8607864,6.676483
-19.620901,-25.788612,6.739422,6.5652604
19.897575,10.04795,23.182575,13.536575
-21.81263,-12.954358,-1.7368625,5.9080844
31.112831,0.5831557,12.725391,10.187587
31.177162,-0.35771427,12.190859,10.035148
-20.802153,-8.375041,1.5417986,6.7388163
-17.799551,-28.424109,6.0226293,6.0799246
-18.285427,-28.253311,0.5248187,5.541021
33.084354,7.1386666,5.1320515,10.393305
-10.257119,-31.498878,6.3766966,4.6723237
13.730905,12.395349,-2.2267995,8.362695
13.53449,-0.6169564,22.09699,13.371961
12.535047,-0.75669295,21.472971,13.14978
32.312794,16.26219,15.616227,12.426182
-5.1338725,-7.44878,-15.403477,2.612009
-1.0068477,-1.4144058,12.926465,10.521415
-7.863894,-10.014576,-14.4952345,2.700549
35.50973,15.637914,32.55201,15.688109
3.7090755,-35.780827,15.768861,5.327417
-14.482438,-15.41572,-11.254615,3.7237492
-15.0050535,-14.717474,-11.662231,3.7825456
-20.268953,-8.572614,3.1535861,7.01149
-1.2690817,-2.3086174,13.421377,10.692257
-4.6659675,-12.974178,-12.398989,1.7517563
-6.4683743,-12.266549,-12.947625,2.1723993
-6.951644,-12.981129,-12.538446,2.194492
30.76783,-5.723804,6.605851,8.711364
7.791804,11.39146,-9.36566,6.6086287
9.662375,5.6899147,-13.435444,5.634277
13.421256,-33.44445,13.154776,5.106894
12.003435,-25.608595,-0.19583216,3.0589552
24.253092,8.675405,25.036219,13.639346
23.88336,10.789511,25.93606,14.102063
31.653091,1.6282573,17.607224,11.362988
1.7263185,9.877995,2.88833,8.033106
1.6855019,10.187544,1.4718231,7.7879868
-13.067123,3.6986713,-11.512868,5.585156
4.390936,6.222944,10.8373165,10.052837
22.199495,15.308093,25.438574,14.410479
22.673595,16.26912,25.685846,14.56283
1.043973,-21.203688,-7.3939056,0.5192414
7.2794895,-37.51599,18.49741,5.931552
36.31801,12.104591,24.76752,13.754756
31.735304,17.693792,17.401758,12.832313
-18.333529,-7.2810636,-16.678925,5.0823894
-3.3766296,-0.7904834,-16.470572,3.4892013
-2.3314602,-0.5117722,-16.41565,3.5022495
-18.57034,-8.3480215,-15.5914755,4.9354367
-10.177912,-8.387673,13.107945,10.30603
-6.6757565,5.7648115,0.46049196,7.6092415
6.7788625,-29.248178,4.4430857,3.162708
11.764145,-34.1875,13.781373,5.123272
-10.696615,-23.981295,21.269768,7.912337
31.365774,-1.761434,12.133541,9.881012
31.663132,-2.7186809,11.708778,9.740531
6.1516237,-31.334984,8.44306,3.8793647
-15.685812,-28.278984,-3.6883674,4.782634
-15.13489,-28.112164,-4.369509,4.6339865
7.2876334,-5.63674,22.06228,12.2383175
22.291372,-3.3931968,-11.5156145,6.428722
11.939885,-2.544881,23.287346,13.148025
32.749554,7.989268,12.599425,11.0946865
-3.8110917,0.25039032,-16.413086,3.6778781
15.443053,-6.3613367,-11.815654,4.6730933
-7.622053,5.8425374,-1.9475459,7.185106
0.53769165,-23.905151,-5.24953,1.1601938
14.394897,5.4954457,-12.165965,6.373312
32.152145,-10.443103,20.656958,10.113674
-16.059042,-29.75415,3.3222535,5.4305263
-6.2945366,-13.654648,-12.013469,1.9919817
-5.7717323,-14.285018,-11.537494,1.822028
21.666344,-15.20375,-7.496682,5.1354136
21.463821,-16.213028,-7.2224,5.094111
-11.775676,-27.4213,19.209728,7.1755157
5.3818626,-11.005454,-13.3455515,2.0511093
4.409228,-11.140722,-13.415267,1.8900703
-22.362387,-24.899916,-0.76563877,6.324619
33.3686,-13.855363,14.468289,8.602508
-19.882542,-15.0159645,8.079186,7.9096985
-19.535368,-6.091027,2.7733288,7.1449695
10.232678,5.956503,15.128049,11.152065
7.109003,-16.693314,-10.012783,1.6694765
-0.90050817,-29.446432,1.4418929,2.7761588
-9.829108,-29.15351,19.859114,7.007586
-16.542992,-28.395788,-3.4188805,4.944284
5.720657,-38.717163,22.369835,6.898105
2.8214567,5.3678417,10.430777,9.798152
33.157166,8.569356,13.208984,11.265057
-16.633648,-7.4788294,7.60802,8.325889
-17.301912,-8.247735,7.4273896,8.176887
24.81777,11.690659,-0.44288135,10.268848
4.3074946,-8.167211,-14.707162,2.4068227
-18.14378,-10.997094,-11.30259,4.579168
14.929213,-23.60688,-1.3678207,3.5402253
24.359648,-29.861116,13.903662,6.3628917
-13.1259575,-26.581257,-7.2025685,4.056109
-4.212362,-10.070468,18.113005,10.518054
16.422728,-35.14818,16.337141,5.8846865
20.401957,11.757575,23.394354,13.7022705
29.820198,-6.311836,20.530394,10.604255
23.958054,13.80242,11.588013,12.251151
17.797934,-13.210644,-9.061217,4.3864007
36.038654,13.492333,28.050106,14.517595
35.365566,13.41092,29.201277,14.734723
-17.31849,-13.503503,11.00845,8.744791
18.609203,-37.69305,23.187056,7.7129107
28.583384,12.61766,27.887815,14.512527
35.739616,-18.34697,22.205324,9.922603
3.6819243,11.061777,-0.32323438,7.546333
-5.16916,6.580879,0.75900966,7.635044
1.8592894,-37.547672,23.364315,7.060058
-7.729296,-6.2381787,12.571874,10.79301
11.20799,11.636247,3.5255513,8.837316
-21.169493,-22.164925,6.482579,7.2472034
-7.6307373,-0.0074924296,7.69156,9.297228
2.441654,-9.541938,-14.3217945,1.9581747
-16.78249,-27.990206,10.260676,6.2995534
32.73737,2.8016903,3.3127902,9.559691
29.609331,-2.131292,-2.6989112,7.739831
-5.0954294,-28.362164,-1.4528929,2.7593472
0.50825197,-36.5915,18.662096,5.8795404
28.976992,-3.5603,19.94544,10.877494
28.723564,-4.509348,20.831326,10.913284
-2.22896,8.9318695,-7.6661396,6.068933
24.871557,7.510389,-12.368363,8.287836
30.513676,-6.7452407,6.1024494,8.530986
-17.64565,-16.619005,12.034126,8.416947
8.83128,-4.7027354,22.568352,12.5253105
8.431219,1.4786993,17.124966,11.680938
29.404133,-15.858327,6.4935527,7.37502
-4.172461,-26.149405,25.812368,8.437575
-7.9347563,3.412948,3.833221,8.314221
-3.4934125,-27.156961,26.069548,8.423301
27.979753,20.22133,23.016367,14.53657
0.57974577,-9.771691,-14.283482,1.8171066
26.338581,-2.8535712,22.446669,11.537328
23.841417,-1.6700109,22.69316,12.046313
24.966381,-1.4228605,21.971367,11.846359
33.166206,-9.489204,12.362277,9.311244
10.684182,-0.8653943,20.228937,12.697258
10.435523,9.456474,10.6647215,9.958037
11.678494,9.712792,10.709712,10.108266
-1.8139153,-34.97895,16.383848,5.4480333
-10.4735,4.990556,-5.627181,6.5517464
-10.034899,0.39630947,5.852845,8.851712
25.363052,13.101774,-6.462683,9.770295
8.428142,11.927303,-3.5847833,7.469407
-15.789848,-5.7253036,7.0989842,8.407838
-13.616616,-31.01218,5.154253,5.1268363
-18.01075,-28.400831,-6.7139587,5.1680994
12.747268,-38.335175,20.630926,6.762591
-6.5733166,-2.3148181,-16.482275,3.531391
-19.423323,-26.385992,-13.635949,5.613798
12.211994,11.682967,-8.821762,7.2542634
8.807939,-38.468327,20.509552,6.547499
19.433918,0.8748002,22.44383,12.953235
15.35245,-38.87193,24.046963,7.7393565
29.451206,4.5340967,2.372606,9.562867
-7.160184,4.7622094,2.2796974,7.968326
-8.082897,4.4796214,1.6478716,7.868034
-9.442154,-18.373539,20.88607,8.835569
32.16833,-24.874714,16.84445,7.9968247
-24.162886,-22.497196,-6.4802003,6.0834618
18.969906,-27.995129,8.127818,4.964231
18.161438,-28.102453,7.805347,4.8166003
22.930805,13.734156,11.9219885,12.233579
-14.879161,-8.531322,-16.003473,4.3813477
7.309602,2.5774004,15.64731,11.303767
-14.276529,-30.33098,8.847438,5.6292253
-18.518059,-28.383762,-3.1047668,5.336604
13.852219,-17.422512,-7.7318845,3.2916188
34.604816,1.6607919,2.2289279,9.633189
-5.988569,-16.984104,-9.718972,1.7375281
29.548292,14.153759,11.672811,11.763998
28.99492,19.715471,26.683733,15.122728
-22.23873,-6.322951,-15.244807,5.7672243
19.540825,-20.82884,-3.975932,4.6363072
29.862413,6.5869284,2.613189,9.9203415
-11.027675,3.709277,-0.75869703,7.4373345
21.602745,16.373085,23.098671,14.168488
-5.830171,-32.96,15.00944,5.397394
-6.2999473,-32.90975,15.880161,5.643699
-6.6810584,-32.49351,14.389268,5.3663607
-5.5489283,5.340459,3.1720135,8.109396
-0.25995845,0.85185057,-16.152275,3.7460034
-20.201948,-14.341331,7.247054,7.7270975
-23.242968,-19.657984,-3.1771252,5.8045077
-23.796127,-20.162918,-2.0983346,6.036567
3.342807,5.5848465,-14.704654,4.8341904
-18.87246,-3.7412927,1.8314629,7.2896523
12.227455,12.02419,-7.8356934,7.41121
29.577606,-2.7069013,-4.5442615,7.3984375
-14.518166,-28.313848,-2.3983185,4.579909
-13.152959,-0.64672035,4.8767104,8.717536
-12.92477,0.16675554,4.109465,8.514513
25.144022,6.5165286,23.964987,13.090576
12.971462,10.698761,8.773917,9.981316
29.090645,-18.167423,5.7889957,6.957563
-23.718418,-1.2175469,-11.711013,6.5935564
32.489586,2.941433,22.638674,12.137549
17.29934,8.764412,16.798222,12.222062
9.298041,-36.438717,16.689648,5.5890994
7.964278,5.211677,-14.037973,5.28741
19.799662,-26.786398,7.174129,5.003716
-4.818718,-1.152036,10.295546,9.965396
2.8665397,-38.053513,22.890196,6.949964
22.077196,8.928439,24.916357,13.827448
-7.0290995,-10.602957,-14.032623,2.4739468
16.484383,-34.67027,15.699382,5.7776384
7.1973686,-28.749096,3.5495327,3.02476
-14.117888,-24.507511,-9.819525,4.206317
-13.99608,-25.432606,-9.380359,4.250194
32.512085,-13.981465,11.626295,8.358523
33.492733,10.183665,-9.584445,9.99197
-11.440214,-31.359953,4.5635047,4.663317
27.61687,13.234319,-6.304962,10.163226
28.864746,-7.894289,-0.70146173,7.2145247
30.718136,3.5078554,22.798628,12.230403
-15.484783,-9.347547,-15.418878,4.3847604
35.856853,12.2891035,26.816263,14.098121
32.8516,5.5669303,14.090346,11.070734
9.210414,2.3113313,-14.284449,4.931085
24.787548,0.81797135,-12.837197,7.4056244
-21.801971,-7.0399055,-13.441919,5.5044646
-19.835312,-13.9222145,-5.7087154,5.0483685
5.0792766,-33.441036,11.849386,4.5361805
8.149661,-30.724047,7.8910036,3.8332138
6.2562704,-6.0846086,-14.990472,3.01251
29.542343,-21.659155,12.033347,7.008485
28.458511,-31.235823,19.981016,7.963783
-10.760413,-11.839565,15.882636,9.698511
-10.461344,-12.411284,16.528894,9.6131315
24.734154,-23.082546,7.829543,5.904506
-3.5012436,-18.103601,-9.030295,1.1156981
-8.832135,-12.051861,17.239239,9.77946
-20.667706,-8.745218,2.2931654,6.8439384
23.203447,-27.352385,10.501505,5.8381095
28.966368,-0.69596446,21.74902,11.4676895
2.5766015,-3.8788157,-15.9175005,3.021481
18.236382,5.9395776,22.088482,13.214195
1.5877696,5.5224757,9.370732,9.438793
29.086273,-5.03614,-1.4037423,7.4172034
-5.8683257,-27.339478,-2.656835,2.6747892
-16.883364,-19.678232,13.675854,7.9904594
18.014942,8.849552,19.262175,12.714385
-20.243881,-6.376204,-8.635752,5.5794425
-11.158308,-1.4828717,-16.30326,4.3250465
10.06127,-28.597252,4.5708237,3.4011662
21.02349,-4.9932237,-11.038789,5.9866743
16.214386,-32.684124,12.979951,5.2970276
29.049042,-6.075299,-1.2452959,7.3078704
28.617374,3.4752128,-12.580203,8.230704
36.140095,5.357542,-6.81984,9.728874
23.576029,10.8778515,1.4079686,10.330909
-9.13241,-31.585968,11.08349,5.1205077
32.240482,1.3706957,21.822765,11.829587
-1.0860277,-5.9464126,-15.750481,2.5389059
31.475199,-12.017426,8.477585,8.351056
29.527016,10.001595,1.5591557,10.618716
3.7955523,-31.909954,8.989896,3.9776895
2.6858094,-31.776829,8.546266,3.9096315
4.9965515,-31.599792,8.61979,3.903846
22.39584,11.887778,7.944158,11.204925
7.601127,11.034203,4.982413,8.60272
31.76721,10.155372,3.3220015,10.673041
-21.75507,-19.905111,-8.808503,5.4102397
33.485466,-11.902281,22.560492,10.398932
28.941324,-6.4900165,-2.2067485,7.1212535
25.02796,2.8423884,22.914236,12.417516
34.35537,20.252878,40.12239,17.520287
26.447062,-22.389156,9.179419,6.2872043
-7.22007,-29.821566,0.2840728,3.401957
33.060474,21.60324,30.702656,15.86264
31.627941,12.649242,1.2672956,11.193168
0.6721819,-14.09143,24.717733,10.430625
-15.94911,1.9171714,-5.296584,6.8562484
10.299685,-35.521282,15.420356,5.3788104
9.414523,-35.315536,15.025592,5.2674956
-20.010202,-1.6546531,-5.4136205,6.6235237
24.083355,-23.006895,3.0309057,5.636308
16.501207,-0.059550308,-12.201081,5.8124633
32.717163,18.675453,21.074965,13.591295
-5.100357,-9.603214,-14.4093275,2.291074
5.7924943,-37.828953,19.29576,6.1050773
-1.1900208,0.6931418,-16.257832,3.6989238
8.506347,9.512315,-12.042051,6.168293
-15.178351,-23.106308,-10.65858,4.3120956
-11.904685,-21.934822,19.777693,8.095733
29.07041,0.07202,2.0515623,8.658796
7.1955795,-38.579247,21.062319,6.6237335
-8.207263,-14.336391,19.464022,9.51003
16.801485,-38.676495,24.966204,8.03597
29.174593,-4.762062,-2.4350328,7.3166313
-12.29531,-26.13158,-6.9685674,3.8129227
-7.3197947,-21.744043,23.623007,8.493081
21.213266,13.287682,12.800467,12.058561
19.93323,7.9801726,-11.385598,7.6088037
24.188473,-1.793152,23.809412,12.079116
-16.529896,3.0260537,-13.901206,5.8785896
-17.033165,2.7420948,-12.959837,6.0245433
-2.1011872,-30.73352,4.4879827,3.4062996
6.6302876,11.007125,4.530218,8.474197
-15.5935335,-8.228214,9.166214,8.774591
21.978462,-22.655727,-2.1489499,5.214125
28.291853,-5.536446,-6.2251062,6.7475343
20.958488,-22.501232,-1.9335939,4.956441
12.747327,-22.10778,-4.1267633,2.956644
18.90873,-36.19704,19.392183,6.8146615
33.95191,21.552961,30.005873,15.648401
-20.732801,2.7519479,-12.355188,6.721433
35.564808,22.23627,37.123463,17.29031
10.419234,-4.0028453,-13.975503,4.0124626
0.17315471,-33.48154,12.093816,4.6460285
-21.747234,-11.115169,-1.1164501,6.131273
30.570871,8.955102,9.932192,10.797246
-21.623877,-11.502963,1.8506655,6.625608
-22.957155,-20.517534,-7.740176,5.6586266
-14.533671,0.8477547,1.4163913,8.025451
-12.012459,-20.47756,19.323936,8.290843
0.0383199,-34.964096,15.152203,5.2195487
17.721487,-6.2552047,-11.231501,5.1811533
15.988412,9.844507,12.724732,11.188974
30.63302,1.981899,22.463436,11.939364
16.309404,-31.596869,11.613128,5.08946
34.593967,4.4582224,-7.6168685,9.266019
28.204163,-0.69733286,21.787136,11.518901
-10.953389,2.1912136,-14.77383,4.820768
-3.3823607,-3.1076074,-16.381233,3.1127622
29.105556,3.5655837,2.1776671,9.341696
-3.0255344,-32.649326,10.993341,4.5599837
21.76752,-22.968836,-1.2855644,5.1542897
19.206787,-4.1084657,-11.392508,5.777751
14.779977,10.980071,8.864078,10.329149
8.103082,3.464182,15.588493,11.249577
26.06107,-21.92315,4.335089,6.0434885
1.7481138,0.77535063,-15.919752,3.821737
-2.692435,-35.484257,21.046707,6.4419374
-20.724945,-14.799146,6.592184,7.621776
-14.034072,2.2231004,-1.461288,7.448041
6.4883504,11.57062,1.2509211,7.943429
-12.374314,-17.274704,-10.192387,3.2891595
7.5012565,11.805282,-3.0226967,7.415256
35.724106,21.322765,32.01547,16.020048
