x,y,z,map
8.2683325,-4.8765473,-14.634012,10.493269
-0.90050817,-29.446432,1.4418929,7.949814
-16.542992,-28.395788,-3.4188805,7.5674706
18.017605,-5.3285036,-11.333205,11.109524
-3.166149,-13.972544,-11.788794,11.146026
-16.232306,-29.7837,4.2900233,6.1783237
9.203044,7.049812,13.492975,3.8219604
17.082975,-5.254619,-11.535265,11.058003
21.550283,-10.176947,-8.89518,12.244456
0.20195132,5.709545,8.101471,3.669007
21.29882,15.861649,19.589354,6.3200173
-4.205455,-32.79357,12.011417,5.925514
15.329694,-36.249737,17.564066,8.11759
29.744356,-12.8530855,4.8965364,10.658955
-19.866632,-7.946976,-8.35383,8.319787
1.6854906,-1.1231145,14.476198,2.0341568
25.828308,-2.5528917,23.172415,5.6567492
34.74721,16.562727,34.578545,9.011094
34.83321,17.100779,35.84941,9.3450575
-21.95734,-15.409665,-2.5205145,7.1406517
-22.408274,-16.700525,4.394159,5.641817
-17.89324,-19.677893,12.315258,4.0104055
35.42453,14.187519,21.553724,9.24492
20.609732,-20.80344,-4.2477403,13.33
-10.00268,4.2210555,-0.6174233,5.816399
-13.140611,-2.585893,-17.102932,9.575618
32.896255,2.3009415,20.331362,7.5509887
0.5124062,-34.61683,14.282168,6.226929
-3.0918846,1.8114995,9.104424,3.2505918
28.938278,1.7990288,-12.025165,10.904299
-2.6675813,2.5428877,8.793262,3.3515103
-16.841192,-0.6401576,-18.223688,9.696594
-16.431633,0.3057163,-17.841114,9.521094
22.414082,-9.521505,-8.644637,12.25654
-1.4626944,-5.578167,15.870815,1.2195393
-5.5908546,-32.215225,22.376175,4.23707
13.658404,0.36789832,-12.89788,9.971035
14.0095825,1.435737,-12.780439,9.807885
1.9139646,7.6675744,7.3829694,3.9861562
27.50906,-30.807837,17.779055,10.312286
28.507303,-30.336363,18.29781,10.481728
-18.91056,-8.683521,5.658974,5.3558207
8.057048,-25.886948,-1.5411139,10.051317
-1.2566652,-6.381684,16.673973,0.98419553
12.039972,-8.366208,-12.567424,11.306083
10.241929,-12.679927,-11.500086,11.937198
12.2170925,-12.047274,-11.235191,11.94432
20.037163,-35.90414,19.76428,8.766289
31.26025,6.3800817,23.772966,7.0060763
28.569324,7.9353414,-12.121641,10.041888
-0.6045541,-24.345398,-4.8991256,9.346503
25.824984,10.35289,0.86813223,8.008469
35.812187,16.469328,34.44672,9.079473
-20.76838,-1.9604932,-8.166221,8.07363
21.951397,-9.035465,-9.181252,12.044971
8.535004,4.4289117,15.213155,3.3615768
-11.106063,-30.864326,2.2227807,6.877933
0.17606701,-28.262413,-0.3919275,8.428527
24.811071,15.478827,13.732976,6.636539
14.656549,-23.093603,-2.1517813,11.71514
4.6160946,-38.174026,20.638279,6.188588
36.10853,20.218933,30.99697,9.452238
35.230633,14.554566,30.835909,8.456841
-18.637814,-26.094625,-13.070927,9.562327
8.146605,4.0471478,-14.276122,9.088326
17.011826,11.331359,9.308906,5.510289
34.303024,1.2124374,1.4438848,10.14801
-15.598225,-10.22604,-14.637832,9.758107
27.518787,9.91205,25.824745,6.660213
12.565481,-15.099529,-9.617977,12.517996
-20.854944,-7.832936,-5.716333,7.7410073
11.649915,-13.616,-10.649411,12.191241
-14.325209,0.6090246,-16.812737,9.066947
5.8696184,-32.21643,9.924974,7.9423103
7.62798,-26.895988,-0.010992033,9.710354
-4.8023667,-33.527206,15.409726,5.3177433
33.81213,-14.060488,18.006735,8.348354
-14.541007,-27.370886,-7.119767,8.181025
21.643541,-27.186052,9.084384,11.090823
13.299297,-34.050667,13.923783,8.443662
-17.73291,-28.109926,-8.698666,8.494193
-3.9720385,-12.055768,20.102709,0.362782
28.466864,-2.821392,-9.636155,11.707455
0.8168491,-30.091265,3.8498566,7.7690125
23.837421,-34.98463,22.75917,9.311386
-16.171461,-27.250761,-9.434583,8.5545025
26.710222,-8.942165,-4.608947,11.910289
25.227201,19.458618,23.410072,7.324535
33.18423,7.5175047,13.382114,9.134295
21.490925,3.1913114,-12.420389,9.981826
7.18278,9.805388,8.033847,4.655561
21.609423,13.183552,11.857015,6.0546393
22.395166,3.2075534,23.024418,5.1801486
1.1708287,8.081401,-13.493117,7.962691
2.822125,-35.84243,16.016605,6.42296
25.587976,-30.445507,15.523935,10.181967
25.680597,-31.003725,16.283667,10.096442
7.0873184,6.6714287,12.469625,3.599186
31.722439,-17.078417,11.282539,9.755412
2.3708336,-2.5070546,15.946647,1.7382056
1.1627278,10.089482,0.5919507,5.252139
29.361279,-25.308193,14.39618,10.961139
9.92239,-0.6276704,19.53679,2.7821214
4.096807,7.540614,9.280684,3.811667
-16.730318,-8.881689,-15.609285,10.055288
-21.39498,-14.224735,4.977092,5.5865293
10.828587,-24.555986,-2.2853694,10.795991
10.6322975,-23.524494,-3.5597978,10.992555
8.59549,11.532802,-9.086601,7.680932
-23.187845,-27.906868,-8.013246,8.400318
-15.093189,-30.432133,5.336005,6.1538405
4.480234,8.700459,8.078085,4.1891375
5.2628655,8.730744,8.564045,4.189094
7.8509684,-4.774477,21.590033,2.258348
22.27566,-23.34708,2.04909,12.342925
22.865908,13.1247015,-3.4430528,7.9621987
-4.501467,-11.160589,-13.524264,10.97264
4.7686844,-38.4777,21.893614,6.11571
-20.185831,-10.880898,5.059671,5.6475506
33.157166,8.569356,13.208984,9.023125
28.015062,12.583713,-1.312614,8.688818
25.454132,8.647025,24.9732,6.2127624
12.499368,0.22173683,-13.305601,9.943436
-17.301912,-8.247735,7.4273896,4.768067
20.421656,-19.47405,-5.4105554,13.456607
-3.7299166,-34.315693,16.714552,5.1961684
4.3074946,-8.167211,-14.707162,10.808455
-18.909927,-10.001383,-11.043229,8.822917
-13.295492,-25.602058,-8.60289,8.587394
-10.163647,-31.485098,8.045578,6.0071154
-8.050858,-31.327213,4.4167266,6.7194557
23.151217,17.375732,17.788887,6.6710143
20.401957,11.757575,23.394354,5.8011827
29.31162,-5.456589,20.687063,6.626657
22.081034,-6.2882147,-10.401901,11.549633
